InvoiceDate,Product,Category,UnitsSold,Revenue,PaymentMethod,CustomerSegment
2025-10-27,Britannia Good Day Biscuits,Snacks,227,6810,Card,Regular
2025-10-28,Britannia Good Day Biscuits,Snacks,124,3720,Card,Premium
2025-10-29,Britannia Good Day Biscuits,Snacks,149,4470,Cash,Premium
2025-10-30,Britannia Good Day Biscuits,Snacks,160,4800,Cash,New
2025-10-31,Britannia Good Day Biscuits,Snacks,147,4410,Cash,New
2025-11-01,Britannia Good Day Biscuits,Snacks,207,6210,Card,Regular
2025-11-02,Britannia Good Day Biscuits,Snacks,198,5940,Card,Premium
2025-11-03,Britannia Good Day Biscuits,Snacks,112,3360,UPI,Regular
2025-11-04,Britannia Good Day Biscuits,Snacks,154,4620,Card,Premium
2025-11-05,Britannia Good Day Biscuits,Snacks,162,4860,UPI,Premium
2025-11-06,Britannia Good Day Biscuits,Snacks,192,5760,Cash,Regular
2025-11-07,Britannia Good Day Biscuits,Snacks,160,4800,UPI,Premium
2025-11-08,Britannia Good Day Biscuits,Snacks,562,16860,Cash,Regular
2025-11-09,Britannia Good Day Biscuits,Snacks,582,17460,Card,Premium
2025-11-10,Britannia Good Day Biscuits,Snacks,430,12900,Cash,Premium
2025-11-11,Britannia Good Day Biscuits,Snacks,398,11940,UPI,New
2025-11-12,Britannia Good Day Biscuits,Snacks,392,11760,Card,Regular
2025-11-13,Britannia Good Day Biscuits,Snacks,145,4350,Card,New
2025-11-14,Britannia Good Day Biscuits,Snacks,158,4740,Card,New
2025-11-15,Britannia Good Day Biscuits,Snacks,216,6480,Cash,Premium
2025-11-16,Britannia Good Day Biscuits,Snacks,216,6480,UPI,New
2025-11-17,Britannia Good Day Biscuits,Snacks,146,4380,UPI,Premium
2025-11-18,Britannia Good Day Biscuits,Snacks,130,3900,Cash,Regular
2025-11-19,Britannia Good Day Biscuits,Snacks,128,3840,Cash,New
2025-11-20,Britannia Good Day Biscuits,Snacks,152,4560,Cash,New
2025-11-21,Britannia Good Day Biscuits,Snacks,135,4050,UPI,New
2025-11-22,Britannia Good Day Biscuits,Snacks,195,5850,UPI,New
2025-11-23,Britannia Good Day Biscuits,Snacks,201,6030,Cash,New
2025-11-24,Britannia Good Day Biscuits,Snacks,163,4890,Cash,Premium
2025-11-25,Britannia Good Day Biscuits,Snacks,164,4920,Card,Regular
2025-11-26,Britannia Good Day Biscuits,Snacks,119,3570,UPI,Premium
2025-11-27,Britannia Good Day Biscuits,Snacks,134,4020,UPI,Regular
2025-11-28,Britannia Good Day Biscuits,Snacks,169,5070,UPI,Premium
2025-11-29,Britannia Good Day Biscuits,Snacks,187,5610,Card,Regular
2025-11-30,Britannia Good Day Biscuits,Snacks,222,6660,Card,Premium
2025-12-01,Britannia Good Day Biscuits,Snacks,137,4110,Card,Regular
2025-12-02,Britannia Good Day Biscuits,Snacks,145,4350,Card,Premium
2025-12-03,Britannia Good Day Biscuits,Snacks,157,4710,Card,Premium
2025-12-04,Britannia Good Day Biscuits,Snacks,139,4170,Card,Premium
2025-12-05,Britannia Good Day Biscuits,Snacks,189,5670,Cash,New
2025-12-06,Britannia Good Day Biscuits,Snacks,204,6120,UPI,New
2025-12-07,Britannia Good Day Biscuits,Snacks,209,6270,Card,Premium
2025-12-08,Britannia Good Day Biscuits,Snacks,189,5670,UPI,Premium
2025-12-09,Britannia Good Day Biscuits,Snacks,139,4170,Cash,New
2025-12-10,Britannia Good Day Biscuits,Snacks,161,4830,Cash,Regular
2025-12-11,Britannia Good Day Biscuits,Snacks,154,4620,UPI,Premium
2025-12-12,Britannia Good Day Biscuits,Snacks,151,4530,Card,Regular
2025-12-13,Britannia Good Day Biscuits,Snacks,189,5670,Cash,Premium
2025-12-14,Britannia Good Day Biscuits,Snacks,173,5190,Card,Premium
2025-12-15,Britannia Good Day Biscuits,Snacks,122,3660,Cash,Regular
2025-12-16,Britannia Good Day Biscuits,Snacks,125,3750,UPI,Regular
2025-12-17,Britannia Good Day Biscuits,Snacks,172,5160,Cash,Regular
2025-12-18,Britannia Good Day Biscuits,Snacks,166,4980,Card,Regular
2025-12-19,Britannia Good Day Biscuits,Snacks,136,4080,Card,New
2025-12-20,Britannia Good Day Biscuits,Snacks,236,7080,UPI,Premium
2025-12-21,Britannia Good Day Biscuits,Snacks,264,7920,Card,Regular
2025-12-22,Britannia Good Day Biscuits,Snacks,174,5220,Cash,New
2025-12-23,Britannia Good Day Biscuits,Snacks,386,11580,Card,Premium
2025-12-24,Britannia Good Day Biscuits,Snacks,411,12330,Card,Regular
2025-12-25,Britannia Good Day Biscuits,Snacks,431,12930,UPI,New
2025-12-26,Britannia Good Day Biscuits,Snacks,425,12750,Cash,New
2025-12-27,Britannia Good Day Biscuits,Snacks,573,17190,UPI,Premium
2025-12-28,Britannia Good Day Biscuits,Snacks,214,6420,Card,Regular
2025-12-29,Britannia Good Day Biscuits,Snacks,130,3900,Card,Premium
2025-12-30,Britannia Good Day Biscuits,Snacks,105,3150,UPI,Premium
2025-12-31,Britannia Good Day Biscuits,Snacks,142,4260,Cash,New
2026-01-01,Britannia Good Day Biscuits,Snacks,123,3690,Cash,Premium
2026-01-02,Britannia Good Day Biscuits,Snacks,127,3810,Card,New
2026-01-03,Britannia Good Day Biscuits,Snacks,203,6090,UPI,New
2026-01-04,Britannia Good Day Biscuits,Snacks,202,6060,Card,Regular
2026-01-05,Britannia Good Day Biscuits,Snacks,109,3270,Card,Regular
2026-01-06,Britannia Good Day Biscuits,Snacks,175,5250,Card,Premium
2026-01-07,Britannia Good Day Biscuits,Snacks,130,3900,Card,New
2026-01-08,Britannia Good Day Biscuits,Snacks,146,4380,Card,Premium
2026-01-09,Britannia Good Day Biscuits,Snacks,165,4950,UPI,Regular
2026-01-10,Britannia Good Day Biscuits,Snacks,223,6690,UPI,New
2026-01-11,Britannia Good Day Biscuits,Snacks,191,5730,UPI,New
2026-01-12,Britannia Good Day Biscuits,Snacks,157,4710,UPI,Premium
2026-01-13,Britannia Good Day Biscuits,Snacks,161,4830,Card,Regular
2026-01-14,Britannia Good Day Biscuits,Snacks,151,4530,UPI,Regular
2026-01-15,Britannia Good Day Biscuits,Snacks,147,4410,UPI,Premium
2026-01-16,Britannia Good Day Biscuits,Snacks,174,5220,UPI,Premium
2026-01-17,Britannia Good Day Biscuits,Snacks,201,6030,UPI,New
2026-01-18,Britannia Good Day Biscuits,Snacks,230,6900,Cash,New
2026-01-19,Britannia Good Day Biscuits,Snacks,136,4080,Cash,New
2026-01-20,Britannia Good Day Biscuits,Snacks,134,4020,Cash,Regular
2026-01-21,Britannia Good Day Biscuits,Snacks,128,3840,UPI,New
2026-01-22,Britannia Good Day Biscuits,Snacks,124,3720,Card,Regular
2026-01-23,Britannia Good Day Biscuits,Snacks,142,4260,UPI,Regular
2026-01-24,Britannia Good Day Biscuits,Snacks,599,17970,UPI,New
2026-01-25,Britannia Good Day Biscuits,Snacks,545,16350,Card,New
2026-01-26,Britannia Good Day Biscuits,Snacks,421,12630,UPI,Premium
2026-01-27,Britannia Good Day Biscuits,Snacks,450,13500,UPI,Regular
2026-01-28,Britannia Good Day Biscuits,Snacks,407,12210,Cash,Regular
2026-01-29,Britannia Good Day Biscuits,Snacks,176,5280,UPI,Regular
2026-01-30,Britannia Good Day Biscuits,Snacks,154,4620,Cash,Premium
2026-01-31,Britannia Good Day Biscuits,Snacks,208,6240,Card,Regular
2026-02-01,Britannia Good Day Biscuits,Snacks,222,6660,Cash,Regular
2026-02-02,Britannia Good Day Biscuits,Snacks,152,4560,Card,Premium
2026-02-03,Britannia Good Day Biscuits,Snacks,118,3540,UPI,New
2026-02-04,Britannia Good Day Biscuits,Snacks,119,3570,Card,New
2026-02-05,Britannia Good Day Biscuits,Snacks,97,2910,Cash,Regular
2026-02-06,Britannia Good Day Biscuits,Snacks,168,5040,Cash,Regular
2026-02-07,Britannia Good Day Biscuits,Snacks,182,5460,Cash,Premium
2026-02-08,Britannia Good Day Biscuits,Snacks,206,6180,UPI,Regular
2026-02-09,Britannia Good Day Biscuits,Snacks,116,3480,UPI,New
2026-02-10,Britannia Good Day Biscuits,Snacks,144,4320,UPI,New
2026-02-11,Britannia Good Day Biscuits,Snacks,106,3180,UPI,Premium
2026-02-12,Britannia Good Day Biscuits,Snacks,189,5670,UPI,Premium
2026-02-13,Britannia Good Day Biscuits,Snacks,149,4470,UPI,Regular
2026-02-14,Britannia Good Day Biscuits,Snacks,221,6630,Cash,New
2026-02-15,Britannia Good Day Biscuits,Snacks,196,5880,Card,Premium
2026-02-16,Britannia Good Day Biscuits,Snacks,127,3810,UPI,Regular
2026-02-17,Britannia Good Day Biscuits,Snacks,142,4260,Cash,Regular
2026-02-18,Britannia Good Day Biscuits,Snacks,161,4830,UPI,Regular
2026-02-19,Britannia Good Day Biscuits,Snacks,163,4890,Cash,Premium
2026-02-20,Britannia Good Day Biscuits,Snacks,128,3840,Cash,Premium
2026-02-21,Britannia Good Day Biscuits,Snacks,211,6330,UPI,Premium
2026-02-22,Britannia Good Day Biscuits,Snacks,227,6810,Cash,Premium
2026-02-23,Britannia Good Day Biscuits,Snacks,168,5040,UPI,Premium
2026-02-24,Britannia Good Day Biscuits,Snacks,152,4560,Card,Premium
2026-02-25,Britannia Good Day Biscuits,Snacks,127,3810,Cash,Regular
2026-02-26,Britannia Good Day Biscuits,Snacks,116,3480,Cash,New
2026-02-27,Britannia Good Day Biscuits,Snacks,97,2910,UPI,Regular
2026-02-28,Britannia Good Day Biscuits,Snacks,230,6900,UPI,Regular
2026-03-01,Britannia Good Day Biscuits,Snacks,216,6480,Cash,Premium
2026-03-02,Britannia Good Day Biscuits,Snacks,146,4380,Cash,New
2026-03-03,Britannia Good Day Biscuits,Snacks,135,4050,Cash,Premium
2026-03-04,Britannia Good Day Biscuits,Snacks,180,5400,UPI,New
2026-03-05,Britannia Good Day Biscuits,Snacks,155,4650,UPI,Premium
2026-03-06,Britannia Good Day Biscuits,Snacks,155,4650,Cash,Regular
2026-03-07,Britannia Good Day Biscuits,Snacks,221,6630,Card,Regular
2026-03-08,Britannia Good Day Biscuits,Snacks,214,6420,Card,New
2026-03-09,Britannia Good Day Biscuits,Snacks,176,5280,UPI,Regular
2026-03-10,Britannia Good Day Biscuits,Snacks,111,3330,UPI,Premium
2026-03-11,Britannia Good Day Biscuits,Snacks,174,5220,UPI,Premium
2026-03-12,Britannia Good Day Biscuits,Snacks,111,3330,UPI,Premium
2026-03-13,Britannia Good Day Biscuits,Snacks,146,4380,UPI,Regular
2026-03-14,Britannia Good Day Biscuits,Snacks,215,6450,Card,Premium
2026-03-15,Britannia Good Day Biscuits,Snacks,223,6690,Cash,Premium
2026-03-16,Britannia Good Day Biscuits,Snacks,142,4260,Card,New
2026-03-17,Britannia Good Day Biscuits,Snacks,136,4080,Card,Regular
2026-03-18,Britannia Good Day Biscuits,Snacks,154,4620,Card,Regular
2026-03-19,Britannia Good Day Biscuits,Snacks,118,3540,UPI,Premium
2026-03-20,Britannia Good Day Biscuits,Snacks,139,4170,Card,Regular
2026-03-21,Britannia Good Day Biscuits,Snacks,175,5250,UPI,Premium
2026-03-22,Britannia Good Day Biscuits,Snacks,210,6300,UPI,New
2026-03-23,Britannia Good Day Biscuits,Snacks,462,13860,Card,Regular
2026-03-24,Britannia Good Day Biscuits,Snacks,392,11760,UPI,New
2025-03-25,Real Fruit Power (1L),Beverages,130,14950,Card,New
2025-03-26,Real Fruit Power (1L),Beverages,127,14605,UPI,Premium
2025-03-27,Real Fruit Power (1L),Beverages,120,13800,UPI,Regular
2025-03-28,Real Fruit Power (1L),Beverages,56,6440,Card,Premium
2025-03-29,Real Fruit Power (1L),Beverages,62,7130,Cash,Regular
2025-03-30,Real Fruit Power (1L),Beverages,62,7130,UPI,Regular
2025-03-31,Real Fruit Power (1L),Beverages,31,3565,Cash,New
2025-04-01,Real Fruit Power (1L),Beverages,32,3680,Cash,Premium
2025-04-02,Real Fruit Power (1L),Beverages,48,5520,UPI,Premium
2025-04-03,Real Fruit Power (1L),Beverages,42,4830,Cash,Regular
2025-04-04,Real Fruit Power (1L),Beverages,48,5520,UPI,Premium
2025-04-05,Real Fruit Power (1L),Beverages,64,7360,Card,Regular
2025-04-06,Real Fruit Power (1L),Beverages,49,5635,Card,Premium
2025-04-07,Real Fruit Power (1L),Beverages,50,5750,Card,Regular
2025-04-08,Real Fruit Power (1L),Beverages,41,4715,Card,New
2025-04-09,Real Fruit Power (1L),Beverages,42,4830,Card,New
2025-04-10,Real Fruit Power (1L),Beverages,49,5635,Cash,New
2025-04-11,Real Fruit Power (1L),Beverages,44,5060,Cash,Premium
2025-04-12,Real Fruit Power (1L),Beverages,58,6670,UPI,Regular
2025-04-13,Real Fruit Power (1L),Beverages,62,7130,UPI,New
2025-04-14,Real Fruit Power (1L),Beverages,45,5175,UPI,Regular
2025-04-15,Real Fruit Power (1L),Beverages,49,5635,Card,New
2025-04-16,Real Fruit Power (1L),Beverages,45,5175,Cash,New
2025-04-17,Real Fruit Power (1L),Beverages,64,7360,UPI,Premium
2025-04-18,Real Fruit Power (1L),Beverages,46,5290,Card,Premium
2025-04-19,Real Fruit Power (1L),Beverages,65,7475,UPI,Premium
2025-04-20,Real Fruit Power (1L),Beverages,50,5750,UPI,Regular
2025-04-21,Real Fruit Power (1L),Beverages,36,4140,UPI,New
2025-04-22,Real Fruit Power (1L),Beverages,54,6210,UPI,Premium
2025-04-23,Real Fruit Power (1L),Beverages,39,4485,Card,New
2025-04-24,Real Fruit Power (1L),Beverages,42,4830,UPI,New
2025-04-25,Real Fruit Power (1L),Beverages,31,3565,UPI,Regular
2025-04-26,Real Fruit Power (1L),Beverages,59,6785,UPI,Premium
2025-04-27,Real Fruit Power (1L),Beverages,68,7820,Card,Premium
2025-04-28,Real Fruit Power (1L),Beverages,39,4485,UPI,Premium
2025-04-29,Real Fruit Power (1L),Beverages,54,6210,Cash,Regular
2025-04-30,Real Fruit Power (1L),Beverages,41,4715,Card,Premium
2025-05-01,Real Fruit Power (1L),Beverages,38,4370,Cash,Premium
2025-05-02,Real Fruit Power (1L),Beverages,55,6325,Card,New
2025-05-03,Real Fruit Power (1L),Beverages,65,7475,UPI,Premium
2025-05-04,Real Fruit Power (1L),Beverages,58,6670,Card,New
2025-05-05,Real Fruit Power (1L),Beverages,49,5635,Card,New
2025-05-06,Real Fruit Power (1L),Beverages,54,6210,UPI,New
2025-05-07,Real Fruit Power (1L),Beverages,53,6095,Cash,Regular
2025-05-08,Real Fruit Power (1L),Beverages,45,5175,UPI,Premium
2025-05-09,Real Fruit Power (1L),Beverages,39,4485,Cash,Premium
2025-05-10,Real Fruit Power (1L),Beverages,62,7130,Card,New
2025-05-11,Real Fruit Power (1L),Beverages,66,7590,UPI,New
2025-05-12,Real Fruit Power (1L),Beverages,48,5520,Card,New
2025-05-13,Real Fruit Power (1L),Beverages,39,4485,Cash,Premium
2025-05-14,Real Fruit Power (1L),Beverages,38,4370,Card,Regular
2025-05-15,Real Fruit Power (1L),Beverages,43,4945,UPI,New
2025-05-16,Real Fruit Power (1L),Beverages,42,4830,Card,Premium
2025-05-17,Real Fruit Power (1L),Beverages,71,8165,Card,Regular
2025-05-18,Real Fruit Power (1L),Beverages,68,7820,Cash,New
2025-05-19,Real Fruit Power (1L),Beverages,47,5405,Cash,Regular
2025-05-20,Real Fruit Power (1L),Beverages,57,6555,Cash,New
2025-05-21,Real Fruit Power (1L),Beverages,36,4140,Card,Regular
2025-05-22,Real Fruit Power (1L),Beverages,44,5060,UPI,Regular
2025-05-23,Real Fruit Power (1L),Beverages,46,5290,Cash,Regular
2025-05-24,Real Fruit Power (1L),Beverages,57,6555,Cash,Regular
2025-05-25,Real Fruit Power (1L),Beverages,64,7360,UPI,Regular
2025-05-26,Real Fruit Power (1L),Beverages,40,4600,Card,Premium
2025-05-27,Real Fruit Power (1L),Beverages,62,7130,Card,New
2025-05-28,Real Fruit Power (1L),Beverages,48,5520,UPI,Regular
2025-05-29,Real Fruit Power (1L),Beverages,42,4830,Card,Premium
2025-05-30,Real Fruit Power (1L),Beverages,64,7360,Cash,Premium
2025-05-31,Real Fruit Power (1L),Beverages,62,7130,Card,New
2025-06-01,Real Fruit Power (1L),Beverages,60,6900,Card,New
2025-06-02,Real Fruit Power (1L),Beverages,35,4025,Cash,Regular
2025-06-03,Real Fruit Power (1L),Beverages,56,6440,Cash,Premium
2025-06-04,Real Fruit Power (1L),Beverages,39,4485,UPI,New
2025-06-05,Real Fruit Power (1L),Beverages,44,5060,Cash,Premium
2025-06-06,Real Fruit Power (1L),Beverages,46,5290,Cash,Premium
2025-06-07,Real Fruit Power (1L),Beverages,67,7705,UPI,New
2025-06-08,Real Fruit Power (1L),Beverages,63,7245,UPI,New
2025-06-09,Real Fruit Power (1L),Beverages,36,4140,Cash,New
2025-06-10,Real Fruit Power (1L),Beverages,46,5290,Card,New
2025-06-11,Real Fruit Power (1L),Beverages,39,4485,Card,Premium
2025-06-12,Real Fruit Power (1L),Beverages,53,6095,Cash,Premium
2025-06-13,Real Fruit Power (1L),Beverages,55,6325,UPI,Regular
2025-06-14,Real Fruit Power (1L),Beverages,55,6325,UPI,New
2025-06-15,Real Fruit Power (1L),Beverages,57,6555,Card,Regular
2025-06-16,Real Fruit Power (1L),Beverages,43,4945,UPI,Premium
2025-06-17,Real Fruit Power (1L),Beverages,44,5060,UPI,New
2025-06-18,Real Fruit Power (1L),Beverages,49,5635,UPI,Premium
2025-06-19,Real Fruit Power (1L),Beverages,38,4370,UPI,New
2025-06-20,Real Fruit Power (1L),Beverages,33,3795,Cash,Regular
2025-06-21,Real Fruit Power (1L),Beverages,79,9085,UPI,Premium
2025-06-22,Real Fruit Power (1L),Beverages,75,8625,Cash,Regular
2025-06-23,Real Fruit Power (1L),Beverages,51,5865,Card,Premium
2025-06-24,Real Fruit Power (1L),Beverages,48,5520,UPI,Premium
2025-06-25,Real Fruit Power (1L),Beverages,39,4485,UPI,Regular
2025-06-26,Real Fruit Power (1L),Beverages,47,5405,Card,New
2025-06-27,Real Fruit Power (1L),Beverages,50,5750,Cash,New
2025-06-28,Real Fruit Power (1L),Beverages,55,6325,Card,Premium
2025-06-29,Real Fruit Power (1L),Beverages,61,7015,Card,Regular
2025-06-30,Real Fruit Power (1L),Beverages,31,3565,Card,New
2025-07-01,Real Fruit Power (1L),Beverages,38,4370,Card,Regular
2025-07-02,Real Fruit Power (1L),Beverages,43,4945,UPI,New
2025-07-03,Real Fruit Power (1L),Beverages,46,5290,UPI,Premium
2025-07-04,Real Fruit Power (1L),Beverages,50,5750,Cash,Premium
2025-07-05,Real Fruit Power (1L),Beverages,72,8280,UPI,Regular
2025-07-06,Real Fruit Power (1L),Beverages,71,8165,Cash,Regular
2025-07-07,Real Fruit Power (1L),Beverages,42,4830,Cash,Regular
2025-07-08,Real Fruit Power (1L),Beverages,52,5980,Card,Premium
2025-07-09,Real Fruit Power (1L),Beverages,36,4140,UPI,Premium
2025-07-10,Real Fruit Power (1L),Beverages,45,5175,Card,New
2025-07-11,Real Fruit Power (1L),Beverages,47,5405,Cash,Premium
2025-07-12,Real Fruit Power (1L),Beverages,55,6325,Cash,New
2025-07-13,Real Fruit Power (1L),Beverages,55,6325,Card,Premium
2025-07-14,Real Fruit Power (1L),Beverages,53,6095,UPI,Regular
2025-07-15,Real Fruit Power (1L),Beverages,35,4025,UPI,Premium
2025-07-16,Real Fruit Power (1L),Beverages,57,6555,Cash,New
2025-07-17,Real Fruit Power (1L),Beverages,61,7015,UPI,New
2025-07-18,Real Fruit Power (1L),Beverages,40,4600,UPI,Regular
2025-07-19,Real Fruit Power (1L),Beverages,67,7705,Cash,Regular
2025-07-20,Real Fruit Power (1L),Beverages,77,8855,Cash,New
2025-07-21,Real Fruit Power (1L),Beverages,43,4945,Cash,New
2025-07-22,Real Fruit Power (1L),Beverages,42,4830,UPI,Premium
2025-07-23,Real Fruit Power (1L),Beverages,30,3450,Card,Regular
2025-07-24,Real Fruit Power (1L),Beverages,41,4715,Cash,New
2025-07-25,Real Fruit Power (1L),Beverages,46,5290,UPI,Premium
2025-07-26,Real Fruit Power (1L),Beverages,71,8165,UPI,Premium
2025-07-27,Real Fruit Power (1L),Beverages,62,7130,Cash,New
2025-07-28,Real Fruit Power (1L),Beverages,44,5060,Card,New
2025-07-29,Real Fruit Power (1L),Beverages,39,4485,Cash,Regular
2025-07-30,Real Fruit Power (1L),Beverages,40,4600,Cash,New
2025-07-31,Real Fruit Power (1L),Beverages,51,5865,UPI,Premium
2025-08-01,Real Fruit Power (1L),Beverages,36,4140,UPI,Premium
2025-08-02,Real Fruit Power (1L),Beverages,64,7360,Cash,Regular
2025-08-03,Real Fruit Power (1L),Beverages,50,5750,Card,Premium
2025-08-04,Real Fruit Power (1L),Beverages,50,5750,Card,New
2025-08-05,Real Fruit Power (1L),Beverages,39,4485,UPI,Regular
2025-08-06,Real Fruit Power (1L),Beverages,51,5865,UPI,Regular
2025-08-07,Real Fruit Power (1L),Beverages,24,2760,UPI,New
2025-08-08,Real Fruit Power (1L),Beverages,52,5980,Card,New
2025-08-09,Real Fruit Power (1L),Beverages,74,8510,UPI,Premium
2025-08-10,Real Fruit Power (1L),Beverages,66,7590,Cash,Premium
2025-08-11,Real Fruit Power (1L),Beverages,41,4715,Cash,New
2025-08-12,Real Fruit Power (1L),Beverages,38,4370,Cash,Regular
2025-08-13,Real Fruit Power (1L),Beverages,112,12880,Card,Premium
2025-08-14,Real Fruit Power (1L),Beverages,124,14260,Card,Premium
2025-08-15,Real Fruit Power (1L),Beverages,120,13800,UPI,Premium
2025-08-16,Real Fruit Power (1L),Beverages,181,20815,Cash,New
2025-08-17,Real Fruit Power (1L),Beverages,183,21045,Cash,New
2025-08-18,Real Fruit Power (1L),Beverages,62,7130,Card,Premium
2025-08-19,Real Fruit Power (1L),Beverages,41,4715,Cash,New
2025-08-20,Real Fruit Power (1L),Beverages,47,5405,Card,Premium
2025-08-21,Real Fruit Power (1L),Beverages,35,4025,UPI,New
2025-08-22,Real Fruit Power (1L),Beverages,44,5060,Card,New
2025-08-23,Real Fruit Power (1L),Beverages,56,6440,Cash,New
2025-08-24,Real Fruit Power (1L),Beverages,47,5405,UPI,Regular
2025-08-25,Real Fruit Power (1L),Beverages,40,4600,UPI,Premium
2025-08-26,Real Fruit Power (1L),Beverages,31,3565,Cash,Premium
2025-08-27,Real Fruit Power (1L),Beverages,46,5290,Card,New
2025-08-28,Real Fruit Power (1L),Beverages,40,4600,UPI,Premium
2025-08-29,Real Fruit Power (1L),Beverages,34,3910,UPI,Regular
2025-08-30,Real Fruit Power (1L),Beverages,67,7705,Cash,Premium
2025-08-31,Real Fruit Power (1L),Beverages,70,8050,Cash,Regular
2025-09-01,Real Fruit Power (1L),Beverages,57,6555,Card,Premium
2025-09-02,Real Fruit Power (1L),Beverages,44,5060,Card,Regular
2025-09-03,Real Fruit Power (1L),Beverages,45,5175,UPI,Regular
2025-09-04,Real Fruit Power (1L),Beverages,42,4830,Card,New
2025-09-05,Real Fruit Power (1L),Beverages,37,4255,UPI,Regular
2025-09-06,Real Fruit Power (1L),Beverages,67,7705,UPI,Premium
2025-09-07,Real Fruit Power (1L),Beverages,65,7475,UPI,New
2025-09-08,Real Fruit Power (1L),Beverages,51,5865,Card,Regular
2025-09-09,Real Fruit Power (1L),Beverages,24,2760,Cash,New
2025-09-10,Real Fruit Power (1L),Beverages,53,6095,Card,Premium
2025-09-11,Real Fruit Power (1L),Beverages,38,4370,UPI,Premium
2025-09-12,Real Fruit Power (1L),Beverages,57,6555,Cash,Regular
2025-09-13,Real Fruit Power (1L),Beverages,68,7820,UPI,Regular
2025-09-14,Real Fruit Power (1L),Beverages,52,5980,Cash,New
2025-09-15,Real Fruit Power (1L),Beverages,36,4140,Cash,Premium
2025-09-16,Real Fruit Power (1L),Beverages,43,4945,Cash,New
2025-09-17,Real Fruit Power (1L),Beverages,46,5290,UPI,New
2025-09-18,Real Fruit Power (1L),Beverages,56,6440,Cash,New
2025-09-19,Real Fruit Power (1L),Beverages,40,4600,UPI,Regular
2025-09-20,Real Fruit Power (1L),Beverages,65,7475,UPI,Premium
2025-09-21,Real Fruit Power (1L),Beverages,64,7360,UPI,Regular
2025-09-22,Real Fruit Power (1L),Beverages,44,5060,Card,Regular
2025-09-23,Real Fruit Power (1L),Beverages,44,5060,UPI,Premium
2025-09-24,Real Fruit Power (1L),Beverages,44,5060,Card,New
2025-09-25,Real Fruit Power (1L),Beverages,44,5060,Cash,Regular
2025-09-26,Real Fruit Power (1L),Beverages,43,4945,Cash,Premium
2025-09-27,Real Fruit Power (1L),Beverages,69,7935,UPI,Premium
2025-09-28,Real Fruit Power (1L),Beverages,65,7475,Card,New
2025-09-29,Real Fruit Power (1L),Beverages,52,5980,Cash,Regular
2025-09-30,Real Fruit Power (1L),Beverages,44,5060,Cash,New
2025-10-01,Real Fruit Power (1L),Beverages,50,5750,Card,Regular
2025-10-02,Real Fruit Power (1L),Beverages,51,5865,UPI,Regular
2025-10-03,Real Fruit Power (1L),Beverages,50,5750,UPI,Regular
2025-10-04,Real Fruit Power (1L),Beverages,60,6900,Card,New
2025-10-05,Real Fruit Power (1L),Beverages,60,6900,UPI,New
2025-10-06,Real Fruit Power (1L),Beverages,46,5290,Cash,Regular
2025-10-07,Real Fruit Power (1L),Beverages,45,5175,UPI,Premium
2025-10-08,Real Fruit Power (1L),Beverages,60,6900,Cash,Premium
2025-10-09,Real Fruit Power (1L),Beverages,36,4140,Cash,New
2025-10-10,Real Fruit Power (1L),Beverages,56,6440,Card,New
2025-10-11,Real Fruit Power (1L),Beverages,68,7820,UPI,Premium
2025-10-12,Real Fruit Power (1L),Beverages,64,7360,Cash,Premium
2025-10-13,Real Fruit Power (1L),Beverages,48,5520,UPI,New
2025-10-14,Real Fruit Power (1L),Beverages,45,5175,Cash,New
2025-10-15,Real Fruit Power (1L),Beverages,29,3335,UPI,New
2025-10-16,Real Fruit Power (1L),Beverages,46,5290,Card,New
2025-10-17,Real Fruit Power (1L),Beverages,31,3565,Cash,New
2025-10-18,Real Fruit Power (1L),Beverages,68,7820,Cash,New
2025-10-19,Real Fruit Power (1L),Beverages,70,8050,UPI,Premium
2025-10-20,Real Fruit Power (1L),Beverages,50,5750,UPI,Premium
2025-10-21,Real Fruit Power (1L),Beverages,48,5520,Cash,New
2025-10-22,Real Fruit Power (1L),Beverages,53,6095,Card,Regular
2025-10-23,Real Fruit Power (1L),Beverages,45,5175,UPI,Regular
2025-10-24,Real Fruit Power (1L),Beverages,34,3910,UPI,New
2025-10-25,Real Fruit Power (1L),Beverages,61,7015,UPI,Regular
2025-10-26,Real Fruit Power (1L),Beverages,57,6555,UPI,New
2025-10-27,Real Fruit Power (1L),Beverages,52,5980,UPI,Regular
2025-10-28,Real Fruit Power (1L),Beverages,46,5290,Card,New
2025-10-29,Real Fruit Power (1L),Beverages,36,4140,UPI,Regular
2025-10-30,Real Fruit Power (1L),Beverages,54,6210,Card,Regular
2025-10-31,Real Fruit Power (1L),Beverages,42,4830,Cash,New
2025-11-01,Real Fruit Power (1L),Beverages,64,7360,Card,Premium
2025-11-02,Real Fruit Power (1L),Beverages,60,6900,Card,Premium
2025-11-03,Real Fruit Power (1L),Beverages,49,5635,Cash,Premium
2025-11-04,Real Fruit Power (1L),Beverages,54,6210,Card,Regular
2025-11-05,Real Fruit Power (1L),Beverages,60,6900,Card,Regular
2025-11-06,Real Fruit Power (1L),Beverages,30,3450,UPI,Regular
2025-11-07,Real Fruit Power (1L),Beverages,45,5175,Cash,Premium
2025-11-08,Real Fruit Power (1L),Beverages,188,21620,Card,New
2025-11-09,Real Fruit Power (1L),Beverages,177,20355,Card,Regular
