date,store_location,category,product_name,sales,price,inventory_status,customer_rating
2026-01-29,Hyderabad - Gachibowli,Personal Care,Clinic Plus Shampoo,202,326.72,Restocked,3.6
2026-01-30,Hyderabad - Gachibowli,Personal Care,Clinic Plus Shampoo,83,473.55,High Demand,4.5
2026-01-31,Hyderabad - Gachibowli,Personal Care,Clinic Plus Shampoo,135,322.7,High Demand,3.9
2026-02-01,Hyderabad - Gachibowli,Personal Care,Clinic Plus Shampoo,164,148.91,In Stock,3.5
2026-02-02,Hyderabad - Gachibowli,Personal Care,Clinic Plus Shampoo,119,442.46,High Demand,3.7
2026-02-03,Hyderabad - Gachibowli,Personal Care,Clinic Plus Shampoo,110,154.44,High Demand,4.8
2026-02-04,Hyderabad - Gachibowli,Personal Care,Clinic Plus Shampoo,123,483.69,Restocked,3.9
2026-02-05,Hyderabad - Gachibowli,Personal Care,Clinic Plus Shampoo,123,320.35,High Demand,4.8
2026-02-06,Hyderabad - Gachibowli,Personal Care,Clinic Plus Shampoo,111,343.86,Restocked,3.7
2026-02-07,Hyderabad - Gachibowli,Personal Care,Clinic Plus Shampoo,140,421.07,Restocked,4.7
2026-02-08,Hyderabad - Gachibowli,Personal Care,Clinic Plus Shampoo,144,311.18,High Demand,4.4
2026-02-09,Hyderabad - Gachibowli,Personal Care,Clinic Plus Shampoo,103,149.36,Restocked,3.9
2026-02-10,Hyderabad - Gachibowli,Personal Care,Clinic Plus Shampoo,95,36.4,Restocked,4.7
2026-02-11,Hyderabad - Gachibowli,Personal Care,Clinic Plus Shampoo,106,143.65,Restocked,4.0
2026-02-12,Hyderabad - Gachibowli,Personal Care,Clinic Plus Shampoo,119,365.86,High Demand,4.5
2026-02-13,Hyderabad - Gachibowli,Personal Care,Clinic Plus Shampoo,106,55.56,Restocked,3.6
2026-02-14,Hyderabad - Gachibowli,Personal Care,Clinic Plus Shampoo,145,440.76,High Demand,4.4
2026-02-15,Hyderabad - Gachibowli,Personal Care,Clinic Plus Shampoo,135,285.08,Restocked,3.9
2026-02-16,Hyderabad - Gachibowli,Personal Care,Clinic Plus Shampoo,105,167.0,Restocked,4.1
2026-02-17,Hyderabad - Gachibowli,Personal Care,Clinic Plus Shampoo,98,64.77,High Demand,4.3
2026-02-18,Hyderabad - Gachibowli,Personal Care,Clinic Plus Shampoo,97,192.57,In Stock,4.4
2026-02-19,Hyderabad - Gachibowli,Personal Care,Clinic Plus Shampoo,98,374.19,In Stock,4.8
2026-02-20,Hyderabad - Gachibowli,Personal Care,Clinic Plus Shampoo,105,425.33,High Demand,4.0
2026-02-21,Hyderabad - Gachibowli,Personal Care,Clinic Plus Shampoo,147,158.71,In Stock,4.5
2026-02-22,Hyderabad - Gachibowli,Personal Care,Clinic Plus Shampoo,131,358.14,In Stock,4.4
2026-02-23,Hyderabad - Gachibowli,Personal Care,Clinic Plus Shampoo,99,241.62,High Demand,4.6
2026-02-24,Hyderabad - Gachibowli,Personal Care,Clinic Plus Shampoo,102,148.54,High Demand,4.6
2026-02-25,Hyderabad - Gachibowli,Personal Care,Clinic Plus Shampoo,95,420.93,High Demand,4.8
2026-02-26,Hyderabad - Gachibowli,Personal Care,Clinic Plus Shampoo,94,59.68,High Demand,3.7
2026-02-27,Hyderabad - Gachibowli,Personal Care,Clinic Plus Shampoo,108,334.38,High Demand,4.1
2026-02-28,Hyderabad - Gachibowli,Personal Care,Clinic Plus Shampoo,153,369.2,In Stock,3.7
2026-03-01,Hyderabad - Gachibowli,Personal Care,Clinic Plus Shampoo,170,389.03,Restocked,4.8
2026-03-02,Hyderabad - Gachibowli,Personal Care,Clinic Plus Shampoo,118,324.98,High Demand,3.6
2026-03-03,Hyderabad - Gachibowli,Personal Care,Clinic Plus Shampoo,131,121.69,In Stock,3.7
2026-03-04,Hyderabad - Gachibowli,Personal Care,Clinic Plus Shampoo,130,411.46,Restocked,4.4
2026-03-05,Hyderabad - Gachibowli,Personal Care,Clinic Plus Shampoo,133,322.27,In Stock,4.0
2026-03-06,Hyderabad - Gachibowli,Personal Care,Clinic Plus Shampoo,100,107.63,High Demand,4.0
2026-03-07,Hyderabad - Gachibowli,Personal Care,Clinic Plus Shampoo,265,408.5,High Demand,3.7
2026-03-08,Hyderabad - Gachibowli,Personal Care,Clinic Plus Shampoo,275,422.87,High Demand,4.6
2026-03-09,Hyderabad - Gachibowli,Personal Care,Clinic Plus Shampoo,211,412.19,In Stock,4.5
2026-03-10,Hyderabad - Gachibowli,Personal Care,Clinic Plus Shampoo,206,436.64,Restocked,4.4
2026-03-11,Hyderabad - Gachibowli,Personal Care,Clinic Plus Shampoo,188,254.82,High Demand,4.5
2026-03-12,Hyderabad - Gachibowli,Personal Care,Clinic Plus Shampoo,195,104.24,Restocked,4.5
2026-03-13,Hyderabad - Gachibowli,Personal Care,Clinic Plus Shampoo,201,208.36,High Demand,4.2
2026-03-14,Hyderabad - Gachibowli,Personal Care,Clinic Plus Shampoo,142,184.79,In Stock,4.0
2026-03-15,Hyderabad - Gachibowli,Personal Care,Clinic Plus Shampoo,135,147.69,High Demand,3.8
2026-03-16,Hyderabad - Gachibowli,Personal Care,Clinic Plus Shampoo,84,98.86,In Stock,4.9
2026-03-17,Hyderabad - Gachibowli,Personal Care,Clinic Plus Shampoo,93,126.9,High Demand,3.6
2026-03-18,Hyderabad - Gachibowli,Personal Care,Clinic Plus Shampoo,107,120.57,High Demand,3.9
2026-03-19,Hyderabad - Gachibowli,Personal Care,Clinic Plus Shampoo,94,187.48,Restocked,3.6
2026-03-20,Hyderabad - Gachibowli,Personal Care,Clinic Plus Shampoo,96,177.37,In Stock,4.8
2026-03-21,Hyderabad - Gachibowli,Personal Care,Clinic Plus Shampoo,126,60.05,In Stock,3.6
2026-03-22,Hyderabad - Gachibowli,Personal Care,Clinic Plus Shampoo,118,20.16,Restocked,4.7
2026-03-23,Hyderabad - Gachibowli,Personal Care,Clinic Plus Shampoo,111,461.79,Restocked,3.8
2026-03-24,Hyderabad - Gachibowli,Personal Care,Clinic Plus Shampoo,90,147.61,Restocked,4.9
2025-03-25,Hyderabad - Gachibowli,Personal Care,Colgate Strong Teeth,43,300.23,High Demand,3.7
2025-03-26,Hyderabad - Gachibowli,Personal Care,Colgate Strong Teeth,51,387.45,Restocked,3.8
2025-03-27,Hyderabad - Gachibowli,Personal Care,Colgate Strong Teeth,50,443.98,Restocked,3.5
2025-03-28,Hyderabad - Gachibowli,Personal Care,Colgate Strong Teeth,45,160.48,In Stock,4.9
2025-03-29,Hyderabad - Gachibowli,Personal Care,Colgate Strong Teeth,57,226.74,Restocked,4.9
2025-03-30,Hyderabad - Gachibowli,Personal Care,Colgate Strong Teeth,58,398.2,Restocked,4.5
2025-03-31,Hyderabad - Gachibowli,Personal Care,Colgate Strong Teeth,44,428.93,Restocked,4.1
2025-04-01,Hyderabad - Gachibowli,Personal Care,Colgate Strong Teeth,55,491.51,In Stock,3.9
2025-04-02,Hyderabad - Gachibowli,Personal Care,Colgate Strong Teeth,63,58.48,Restocked,4.2
2025-04-03,Hyderabad - Gachibowli,Personal Care,Colgate Strong Teeth,58,467.44,In Stock,4.2
2025-04-04,Hyderabad - Gachibowli,Personal Care,Colgate Strong Teeth,56,31.3,High Demand,4.2
2025-04-05,Hyderabad - Gachibowli,Personal Care,Colgate Strong Teeth,83,85.93,Restocked,3.9
2025-04-06,Hyderabad - Gachibowli,Personal Care,Colgate Strong Teeth,58,443.43,In Stock,4.5
2025-04-07,Hyderabad - Gachibowli,Personal Care,Colgate Strong Teeth,46,231.54,In Stock,4.6
2025-04-08,Hyderabad - Gachibowli,Personal Care,Colgate Strong Teeth,48,356.42,High Demand,3.8
2025-04-09,Hyderabad - Gachibowli,Personal Care,Colgate Strong Teeth,40,240.6,In Stock,3.9
2025-04-10,Hyderabad - Gachibowli,Personal Care,Colgate Strong Teeth,56,305.23,In Stock,4.0
2025-04-11,Hyderabad - Gachibowli,Personal Care,Colgate Strong Teeth,72,256.15,In Stock,3.8
2025-04-12,Hyderabad - Gachibowli,Personal Care,Colgate Strong Teeth,93,406.1,Restocked,4.5
2025-04-13,Hyderabad - Gachibowli,Personal Care,Colgate Strong Teeth,91,65.65,In Stock,4.6
2025-04-14,Hyderabad - Gachibowli,Personal Care,Colgate Strong Teeth,65,60.63,High Demand,4.5
2025-04-15,Hyderabad - Gachibowli,Personal Care,Colgate Strong Teeth,68,378.54,In Stock,4.1
2025-04-16,Hyderabad - Gachibowli,Personal Care,Colgate Strong Teeth,79,114.34,In Stock,5.0
2025-04-17,Hyderabad - Gachibowli,Personal Care,Colgate Strong Teeth,65,393.03,In Stock,3.8
2025-04-18,Hyderabad - Gachibowli,Personal Care,Colgate Strong Teeth,40,238.23,In Stock,4.6
2025-04-19,Hyderabad - Gachibowli,Personal Care,Colgate Strong Teeth,64,370.19,High Demand,3.8
2025-04-20,Hyderabad - Gachibowli,Personal Care,Colgate Strong Teeth,57,471.64,Restocked,3.9
2025-04-21,Hyderabad - Gachibowli,Personal Care,Colgate Strong Teeth,51,252.77,In Stock,4.9
2025-04-22,Hyderabad - Gachibowli,Personal Care,Colgate Strong Teeth,41,69.19,Restocked,4.5
2025-04-23,Hyderabad - Gachibowli,Personal Care,Colgate Strong Teeth,39,85.63,In Stock,4.9
2025-04-24,Hyderabad - Gachibowli,Personal Care,Colgate Strong Teeth,43,496.51,In Stock,4.4
2025-04-25,Hyderabad - Gachibowli,Personal Care,Colgate Strong Teeth,45,188.57,High Demand,3.6
2025-04-26,Hyderabad - Gachibowli,Personal Care,Colgate Strong Teeth,68,134.12,In Stock,4.2
2025-04-27,Hyderabad - Gachibowli,Personal Care,Colgate Strong Teeth,64,65.59,Restocked,4.5
2025-04-28,Hyderabad - Gachibowli,Personal Care,Colgate Strong Teeth,46,422.44,In Stock,4.3
2025-04-29,Hyderabad - Gachibowli,Personal Care,Colgate Strong Teeth,42,98.04,Restocked,4.3
2025-04-30,Hyderabad - Gachibowli,Personal Care,Colgate Strong Teeth,55,282.52,In Stock,4.2
2025-05-01,Hyderabad - Gachibowli,Personal Care,Colgate Strong Teeth,53,421.6,Restocked,3.9
2025-05-02,Hyderabad - Gachibowli,Personal Care,Colgate Strong Teeth,61,417.7,In Stock,4.6
2025-05-03,Hyderabad - Gachibowli,Personal Care,Colgate Strong Teeth,90,415.01,High Demand,3.8
2025-05-04,Hyderabad - Gachibowli,Personal Care,Colgate Strong Teeth,83,207.09,High Demand,4.2
2025-05-05,Hyderabad - Gachibowli,Personal Care,Colgate Strong Teeth,55,57.99,Restocked,4.7
2025-05-06,Hyderabad - Gachibowli,Personal Care,Colgate Strong Teeth,44,478.82,High Demand,4.1
2025-05-07,Hyderabad - Gachibowli,Personal Care,Colgate Strong Teeth,57,146.66,High Demand,5.0
2025-05-08,Hyderabad - Gachibowli,Personal Care,Colgate Strong Teeth,51,363.98,Restocked,4.5
2025-05-09,Hyderabad - Gachibowli,Personal Care,Colgate Strong Teeth,41,75.05,Restocked,3.9
2025-05-10,Hyderabad - Gachibowli,Personal Care,Colgate Strong Teeth,65,167.42,High Demand,4.3
2025-05-11,Hyderabad - Gachibowli,Personal Care,Colgate Strong Teeth,61,64.3,In Stock,3.5
2025-05-12,Hyderabad - Gachibowli,Personal Care,Colgate Strong Teeth,45,335.45,Restocked,4.5
2025-05-13,Hyderabad - Gachibowli,Personal Care,Colgate Strong Teeth,53,466.89,High Demand,3.7
2025-05-14,Hyderabad - Gachibowli,Personal Care,Colgate Strong Teeth,46,64.97,In Stock,4.1
2025-05-15,Hyderabad - Gachibowli,Personal Care,Colgate Strong Teeth,50,400.66,High Demand,4.3
2025-05-16,Hyderabad - Gachibowli,Personal Care,Colgate Strong Teeth,49,26.74,In Stock,4.0
2025-05-17,Hyderabad - Gachibowli,Personal Care,Colgate Strong Teeth,63,446.73,High Demand,3.6
2025-05-18,Hyderabad - Gachibowli,Personal Care,Colgate Strong Teeth,67,180.84,High Demand,4.7
2025-05-19,Hyderabad - Gachibowli,Personal Care,Colgate Strong Teeth,47,223.38,High Demand,3.5
2025-05-20,Hyderabad - Gachibowli,Personal Care,Colgate Strong Teeth,52,82.35,High Demand,4.5
2025-05-21,Hyderabad - Gachibowli,Personal Care,Colgate Strong Teeth,46,344.24,In Stock,4.1
2025-05-22,Hyderabad - Gachibowli,Personal Care,Colgate Strong Teeth,44,493.73,Restocked,4.3
2025-05-23,Hyderabad - Gachibowli,Personal Care,Colgate Strong Teeth,51,171.68,Restocked,4.2
2025-05-24,Hyderabad - Gachibowli,Personal Care,Colgate Strong Teeth,64,213.65,In Stock,4.3
2025-05-25,Hyderabad - Gachibowli,Personal Care,Colgate Strong Teeth,54,262.26,Restocked,4.0
2025-05-26,Hyderabad - Gachibowli,Personal Care,Colgate Strong Teeth,58,157.79,High Demand,4.2
2025-05-27,Hyderabad - Gachibowli,Personal Care,Colgate Strong Teeth,54,397.57,High Demand,4.4
2025-05-28,Hyderabad - Gachibowli,Personal Care,Colgate Strong Teeth,39,290.77,High Demand,4.0
2025-05-29,Hyderabad - Gachibowli,Personal Care,Colgate Strong Teeth,49,67.83,In Stock,4.2
2025-05-30,Hyderabad - Gachibowli,Personal Care,Colgate Strong Teeth,42,292.72,In Stock,5.0
2025-05-31,Hyderabad - Gachibowli,Personal Care,Colgate Strong Teeth,63,499.51,In Stock,3.8
2025-06-01,Hyderabad - Gachibowli,Personal Care,Colgate Strong Teeth,81,183.82,High Demand,4.6
2025-06-02,Hyderabad - Gachibowli,Personal Care,Colgate Strong Teeth,53,414.36,Restocked,4.5
2025-06-03,Hyderabad - Gachibowli,Personal Care,Colgate Strong Teeth,63,91.53,High Demand,3.8
2025-06-04,Hyderabad - Gachibowli,Personal Care,Colgate Strong Teeth,59,335.13,High Demand,3.7
2025-06-05,Hyderabad - Gachibowli,Personal Care,Colgate Strong Teeth,59,170.05,Restocked,5.0
2025-06-06,Hyderabad - Gachibowli,Personal Care,Colgate Strong Teeth,48,313.87,Restocked,4.1
2025-06-07,Hyderabad - Gachibowli,Personal Care,Colgate Strong Teeth,66,353.11,In Stock,3.9
2025-06-08,Hyderabad - Gachibowli,Personal Care,Colgate Strong Teeth,68,107.75,In Stock,4.2
2025-06-09,Hyderabad - Gachibowli,Personal Care,Colgate Strong Teeth,49,385.06,Restocked,4.2
2025-06-10,Hyderabad - Gachibowli,Personal Care,Colgate Strong Teeth,45,492.69,High Demand,3.8
2025-06-11,Hyderabad - Gachibowli,Personal Care,Colgate Strong Teeth,49,374.96,In Stock,4.4
2025-06-12,Hyderabad - Gachibowli,Personal Care,Colgate Strong Teeth,47,153.62,In Stock,5.0
2025-06-13,Hyderabad - Gachibowli,Personal Care,Colgate Strong Teeth,45,484.4,High Demand,4.5
2025-06-14,Hyderabad - Gachibowli,Personal Care,Colgate Strong Teeth,69,97.7,Restocked,4.5
2025-06-15,Hyderabad - Gachibowli,Personal Care,Colgate Strong Teeth,70,307.74,High Demand,4.0
2025-06-16,Hyderabad - Gachibowli,Personal Care,Colgate Strong Teeth,41,224.7,High Demand,4.6
2025-06-17,Hyderabad - Gachibowli,Personal Care,Colgate Strong Teeth,46,356.63,Restocked,4.9
2025-06-18,Hyderabad - Gachibowli,Personal Care,Colgate Strong Teeth,50,415.73,In Stock,3.9
2025-06-19,Hyderabad - Gachibowli,Personal Care,Colgate Strong Teeth,44,221.43,In Stock,4.7
2025-06-20,Hyderabad - Gachibowli,Personal Care,Colgate Strong Teeth,46,139.34,Restocked,5.0
2025-06-21,Hyderabad - Gachibowli,Personal Care,Colgate Strong Teeth,66,384.71,High Demand,3.9
2025-06-22,Hyderabad - Gachibowli,Personal Care,Colgate Strong Teeth,71,138.92,Restocked,4.0
2025-06-23,Hyderabad - Gachibowli,Personal Care,Colgate Strong Teeth,47,102.45,Restocked,4.2
2025-06-24,Hyderabad - Gachibowli,Personal Care,Colgate Strong Teeth,42,350.72,Restocked,3.9
2025-06-25,Hyderabad - Gachibowli,Personal Care,Colgate Strong Teeth,47,107.01,In Stock,4.9
2025-06-26,Hyderabad - Gachibowli,Personal Care,Colgate Strong Teeth,51,478.84,In Stock,5.0
2025-06-27,Hyderabad - Gachibowli,Personal Care,Colgate Strong Teeth,48,358.03,Restocked,3.8
2025-06-28,Hyderabad - Gachibowli,Personal Care,Colgate Strong Teeth,62,100.33,High Demand,4.2
2025-06-29,Hyderabad - Gachibowli,Personal Care,Colgate Strong Teeth,73,404.38,Restocked,4.5
2025-06-30,Hyderabad - Gachibowli,Personal Care,Colgate Strong Teeth,49,440.86,Restocked,4.7
2025-07-01,Hyderabad - Gachibowli,Personal Care,Colgate Strong Teeth,60,132.84,In Stock,4.1
2025-07-02,Hyderabad - Gachibowli,Personal Care,Colgate Strong Teeth,69,468.88,Restocked,4.4
2025-07-03,Hyderabad - Gachibowli,Personal Care,Colgate Strong Teeth,59,263.78,High Demand,3.7
2025-07-04,Hyderabad - Gachibowli,Personal Care,Colgate Strong Teeth,55,219.05,Restocked,4.4
2025-07-05,Hyderabad - Gachibowli,Personal Care,Colgate Strong Teeth,83,380.14,Restocked,4.6
2025-07-06,Hyderabad - Gachibowli,Personal Care,Colgate Strong Teeth,67,346.33,High Demand,4.2
2025-07-07,Hyderabad - Gachibowli,Personal Care,Colgate Strong Teeth,49,197.64,High Demand,3.8
2025-07-08,Hyderabad - Gachibowli,Personal Care,Colgate Strong Teeth,46,226.69,In Stock,4.6
2025-07-09,Hyderabad - Gachibowli,Personal Care,Colgate Strong Teeth,46,398.8,In Stock,4.1
2025-07-10,Hyderabad - Gachibowli,Personal Care,Colgate Strong Teeth,48,43.8,Restocked,4.7
2025-07-11,Hyderabad - Gachibowli,Personal Care,Colgate Strong Teeth,51,497.13,Restocked,3.8
2025-07-12,Hyderabad - Gachibowli,Personal Care,Colgate Strong Teeth,68,118.28,Restocked,3.7
2025-07-13,Hyderabad - Gachibowli,Personal Care,Colgate Strong Teeth,66,60.89,Restocked,4.2
2025-07-14,Hyderabad - Gachibowli,Personal Care,Colgate Strong Teeth,52,334.11,High Demand,4.4
2025-07-15,Hyderabad - Gachibowli,Personal Care,Colgate Strong Teeth,50,103.16,High Demand,4.6
2025-07-16,Hyderabad - Gachibowli,Personal Care,Colgate Strong Teeth,51,100.92,High Demand,5.0
2025-07-17,Hyderabad - Gachibowli,Personal Care,Colgate Strong Teeth,56,129.48,In Stock,4.0
2025-07-18,Hyderabad - Gachibowli,Personal Care,Colgate Strong Teeth,47,422.34,High Demand,4.7
2025-07-19,Hyderabad - Gachibowli,Personal Care,Colgate Strong Teeth,66,30.9,High Demand,3.5
2025-07-20,Hyderabad - Gachibowli,Personal Care,Colgate Strong Teeth,75,107.91,In Stock,3.7
2025-07-21,Hyderabad - Gachibowli,Personal Care,Colgate Strong Teeth,46,150.41,In Stock,3.7
2025-07-22,Hyderabad - Gachibowli,Personal Care,Colgate Strong Teeth,49,237.08,Restocked,4.4
2025-07-23,Hyderabad - Gachibowli,Personal Care,Colgate Strong Teeth,52,442.26,In Stock,3.8
2025-07-24,Hyderabad - Gachibowli,Personal Care,Colgate Strong Teeth,47,425.81,Restocked,3.7
2025-07-25,Hyderabad - Gachibowli,Personal Care,Colgate Strong Teeth,49,45.67,In Stock,4.6
2025-07-26,Hyderabad - Gachibowli,Personal Care,Colgate Strong Teeth,65,179.88,In Stock,4.9
2025-07-27,Hyderabad - Gachibowli,Personal Care,Colgate Strong Teeth,67,380.23,High Demand,3.7
2025-07-28,Hyderabad - Gachibowli,Personal Care,Colgate Strong Teeth,42,43.36,In Stock,3.9
2025-07-29,Hyderabad - Gachibowli,Personal Care,Colgate Strong Teeth,60,37.73,High Demand,4.3
2025-07-30,Hyderabad - Gachibowli,Personal Care,Colgate Strong Teeth,48,399.06,Restocked,3.7
2025-07-31,Hyderabad - Gachibowli,Personal Care,Colgate Strong Teeth,46,45.67,In Stock,5.0
2025-08-01,Hyderabad - Gachibowli,Personal Care,Colgate Strong Teeth,51,492.28,Restocked,4.7
2025-08-02,Hyderabad - Gachibowli,Personal Care,Colgate Strong Teeth,81,294.21,High Demand,4.5
2025-08-03,Hyderabad - Gachibowli,Personal Care,Colgate Strong Teeth,87,203.14,In Stock,4.4
2025-08-04,Hyderabad - Gachibowli,Personal Care,Colgate Strong Teeth,62,386.88,High Demand,4.5
2025-08-05,Hyderabad - Gachibowli,Personal Care,Colgate Strong Teeth,64,90.69,Restocked,4.8
2025-08-06,Hyderabad - Gachibowli,Personal Care,Colgate Strong Teeth,48,106.09,High Demand,4.0
2025-08-07,Hyderabad - Gachibowli,Personal Care,Colgate Strong Teeth,54,81.28,High Demand,4.3
2025-08-08,Hyderabad - Gachibowli,Personal Care,Colgate Strong Teeth,49,170.12,High Demand,4.8
2025-08-09,Hyderabad - Gachibowli,Personal Care,Colgate Strong Teeth,69,221.75,In Stock,4.0
2025-08-10,Hyderabad - Gachibowli,Personal Care,Colgate Strong Teeth,66,385.71,High Demand,4.3
2025-08-11,Hyderabad - Gachibowli,Personal Care,Colgate Strong Teeth,47,280.18,Restocked,4.4
2025-08-12,Hyderabad - Gachibowli,Personal Care,Colgate Strong Teeth,125,346.98,Restocked,3.8
2025-08-13,Hyderabad - Gachibowli,Personal Care,Colgate Strong Teeth,114,167.05,Restocked,3.5
2025-08-14,Hyderabad - Gachibowli,Personal Care,Colgate Strong Teeth,121,407.55,High Demand,4.7
2025-08-15,Hyderabad - Gachibowli,Personal Care,Colgate Strong Teeth,126,384.58,High Demand,4.8
2025-08-16,Hyderabad - Gachibowli,Personal Care,Colgate Strong Teeth,173,222.0,In Stock,4.0
2025-08-17,Hyderabad - Gachibowli,Personal Care,Colgate Strong Teeth,170,301.06,High Demand,4.8
2025-08-18,Hyderabad - Gachibowli,Personal Care,Colgate Strong Teeth,125,35.32,High Demand,4.8
2025-08-19,Hyderabad - Gachibowli,Personal Care,Colgate Strong Teeth,48,157.18,Restocked,4.1
2025-08-20,Hyderabad - Gachibowli,Personal Care,Colgate Strong Teeth,47,427.5,In Stock,3.8
2025-08-21,Hyderabad - Gachibowli,Personal Care,Colgate Strong Teeth,47,462.9,High Demand,3.5
2025-08-22,Hyderabad - Gachibowli,Personal Care,Colgate Strong Teeth,43,200.6,Restocked,4.8
2025-08-23,Hyderabad - Gachibowli,Personal Care,Colgate Strong Teeth,71,455.0,High Demand,4.2
2025-08-24,Hyderabad - Gachibowli,Personal Care,Colgate Strong Teeth,59,330.16,In Stock,4.8
2025-08-25,Hyderabad - Gachibowli,Personal Care,Colgate Strong Teeth,59,482.73,Restocked,4.6
2025-08-26,Hyderabad - Gachibowli,Personal Care,Colgate Strong Teeth,47,204.24,In Stock,4.5
2025-08-27,Hyderabad - Gachibowli,Personal Care,Colgate Strong Teeth,45,322.29,In Stock,4.9
2025-08-28,Hyderabad - Gachibowli,Personal Care,Colgate Strong Teeth,45,106.43,High Demand,4.5
2025-08-29,Hyderabad - Gachibowli,Personal Care,Colgate Strong Teeth,51,83.59,In Stock,4.2
2025-08-30,Hyderabad - Gachibowli,Personal Care,Colgate Strong Teeth,67,132.36,High Demand,4.5
2025-08-31,Hyderabad - Gachibowli,Personal Care,Colgate Strong Teeth,70,299.17,In Stock,3.9
2025-09-01,Hyderabad - Gachibowli,Personal Care,Colgate Strong Teeth,69,188.14,High Demand,4.0
2025-09-02,Hyderabad - Gachibowli,Personal Care,Colgate Strong Teeth,67,251.48,High Demand,4.7
2025-09-03,Hyderabad - Gachibowli,Personal Care,Colgate Strong Teeth,64,370.92,In Stock,3.9
2025-09-04,Hyderabad - Gachibowli,Personal Care,Colgate Strong Teeth,60,446.44,In Stock,4.6
2025-09-05,Hyderabad - Gachibowli,Personal Care,Colgate Strong Teeth,63,226.05,In Stock,4.8
2025-09-06,Hyderabad - Gachibowli,Personal Care,Colgate Strong Teeth,58,475.75,Restocked,3.8
2025-09-07,Hyderabad - Gachibowli,Personal Care,Colgate Strong Teeth,64,420.78,In Stock,3.7
2025-09-08,Hyderabad - Gachibowli,Personal Care,Colgate Strong Teeth,49,158.58,Restocked,4.0
2025-09-09,Hyderabad - Gachibowli,Personal Care,Colgate Strong Teeth,55,120.59,Restocked,3.6
2025-09-10,Hyderabad - Gachibowli,Personal Care,Colgate Strong Teeth,56,124.76,In Stock,4.1
2025-09-11,Hyderabad - Gachibowli,Personal Care,Colgate Strong Teeth,48,270.63,High Demand,4.1
2025-09-12,Hyderabad - Gachibowli,Personal Care,Colgate Strong Teeth,51,179.55,High Demand,3.6
2025-09-13,Hyderabad - Gachibowli,Personal Care,Colgate Strong Teeth,75,496.63,Restocked,4.9
2025-09-14,Hyderabad - Gachibowli,Personal Care,Colgate Strong Teeth,74,363.47,In Stock,3.6
2025-09-15,Hyderabad - Gachibowli,Personal Care,Colgate Strong Teeth,53,26.7,Restocked,4.9
2025-09-16,Hyderabad - Gachibowli,Personal Care,Colgate Strong Teeth,48,469.72,Restocked,3.6
2025-09-17,Hyderabad - Gachibowli,Personal Care,Colgate Strong Teeth,54,299.96,In Stock,4.2
2025-09-18,Hyderabad - Gachibowli,Personal Care,Colgate Strong Teeth,52,438.87,Restocked,4.6
2025-09-19,Hyderabad - Gachibowli,Personal Care,Colgate Strong Teeth,46,263.27,In Stock,4.9
2025-09-20,Hyderabad - Gachibowli,Personal Care,Colgate Strong Teeth,76,107.34,In Stock,4.7
2025-09-21,Hyderabad - Gachibowli,Personal Care,Colgate Strong Teeth,74,34.2,In Stock,4.8
2025-09-22,Hyderabad - Gachibowli,Personal Care,Colgate Strong Teeth,46,322.75,High Demand,3.6
2025-09-23,Hyderabad - Gachibowli,Personal Care,Colgate Strong Teeth,52,173.12,In Stock,4.8
2025-09-24,Hyderabad - Gachibowli,Personal Care,Colgate Strong Teeth,42,81.09,High Demand,3.8
2025-09-25,Hyderabad - Gachibowli,Personal Care,Colgate Strong Teeth,54,112.55,High Demand,4.1
2025-09-26,Hyderabad - Gachibowli,Personal Care,Colgate Strong Teeth,49,284.47,In Stock,4.6
2025-09-27,Hyderabad - Gachibowli,Personal Care,Colgate Strong Teeth,73,290.98,In Stock,4.4
2025-09-28,Hyderabad - Gachibowli,Personal Care,Colgate Strong Teeth,68,186.96,High Demand,3.7
2025-09-29,Hyderabad - Gachibowli,Personal Care,Colgate Strong Teeth,47,244.85,Restocked,4.9
2025-09-30,Hyderabad - Gachibowli,Personal Care,Colgate Strong Teeth,50,308.15,Restocked,4.5
2025-10-01,Hyderabad - Gachibowli,Personal Care,Colgate Strong Teeth,64,108.13,Restocked,4.6
2025-10-02,Hyderabad - Gachibowli,Personal Care,Colgate Strong Teeth,62,317.24,In Stock,4.3
2025-10-03,Hyderabad - Gachibowli,Personal Care,Colgate Strong Teeth,65,347.8,Restocked,4.3
2025-10-04,Hyderabad - Gachibowli,Personal Care,Colgate Strong Teeth,92,244.28,High Demand,4.8
2025-10-05,Hyderabad - Gachibowli,Personal Care,Colgate Strong Teeth,88,46.61,High Demand,3.9
2025-10-06,Hyderabad - Gachibowli,Personal Care,Colgate Strong Teeth,43,284.1,In Stock,4.3
2025-10-07,Hyderabad - Gachibowli,Personal Care,Colgate Strong Teeth,53,264.38,In Stock,4.4
2025-10-08,Hyderabad - Gachibowli,Personal Care,Colgate Strong Teeth,55,59.96,High Demand,4.1
2025-10-09,Hyderabad - Gachibowli,Personal Care,Colgate Strong Teeth,50,357.06,In Stock,4.1
2025-10-10,Hyderabad - Gachibowli,Personal Care,Colgate Strong Teeth,45,297.36,High Demand,3.5
2025-10-11,Hyderabad - Gachibowli,Personal Care,Colgate Strong Teeth,70,341.68,In Stock,4.0
2025-10-12,Hyderabad - Gachibowli,Personal Care,Colgate Strong Teeth,73,491.4,Restocked,4.5
